x,y
47665,135191
47675,135849
47685,135909
47695,135969
47705,136148
47715,136148
47725,136088
47735,135969
47745,136029
47755,135670
47765,135909
47775,135909
47785,135670
47795,136029
47805,135670
47815,135550
47825,135909
47835,135490
47845,135550
47855,135311
47865,135370
47875,135131
47885,135191
47895,134832
47905,134892
47915,135071
47925,134533
47935,134772
47945,134473
47955,134293
47965,134413
47975,134114
47985,133815
47995,134054
48005,133815
48015,133575
48025,133575
48035,133336
48045,133156
48055,133276
48065,132857
48075,132917
48085,132797
48095,132618
48105,132498
48115,132618
48125,132319
48135,132199
48145,132019
48155,131840
48165,132019
48175,132019
48185,131780
48195,131541
48205,131660
48215,131421
48225,131122
48235,131361
48245,130942
48255,131301
48265,131002
48275,130942
48285,130643
48295,130583
48305,130464
48315,130404
48325,130105
48335,129985
48345,129805
48355,129506
48365,129446
48375,129267
48385,129027
48395,128968
48405,128668
48415,128429
48425,128190
48435,128130
48445,127651
48455,127651
48465,127532
48475,127292
48485,127352
48495,127172
48505,126993
48515,126933
48525,126754
48535,126993
48545,126813
48555,126813
48565,126754
48575,126574
48585,126634
48595,126694
48605,126634
48615,126574
48625,126634
48635,126694
48645,126813
48655,126754
48665,126813
48675,126813
48685,126754
48695,126873
48705,126873
48715,126993
48725,127053
48735,126993
48745,127053
48755,127172
48765,127172
48775,127292
48785,127472
48795,127053
48805,127352
48815,127232
48825,127532
48835,127591
48845,127412
48855,127771
48865,127472
48875,127651
48885,127591
48895,127711
48905,127591
48915,127651
48925,127651
48935,127711
48945,127771
48955,127950
48965,127891
48975,127771
48985,128010
48995,128010
49005,127950
49015,128190
49025,128190
49035,128369
49045,128070
49055,128250
49065,128130
49075,128250
49085,128309
49095,128429
49105,128429
49115,128429
49125,128369
49135,128369
49145,128609
49155,128728
49165,128728
49175,128788
49185,128609
49195,128728
49205,128788
49215,128848
49225,128908
49235,128908
49245,129207
49255,129087
49265,129446
49275,129446
49285,129327
49295,129446
49305,129267
49315,129506
49325,129387
49335,129686
49345,129746
49355,129865
49365,130045
49375,130105
49385,130105
49395,130224
49405,130284
49415,130404
49425,130404
49435,130643
49445,130583
49455,130583
49465,130643
49475,130523
49485,130523
49495,130583
49505,130643
49515,130464
49525,130464
49535,130284
49545,130523
49555,130464
49565,130284
49575,130464
49585,130224
49595,130164
49605,130284
49615,130224
49625,130045
49635,130045
49645,129925
49655,130224
49665,129865
49675,129805
49685,129925
49695,129686
49705,129626
49715,129805
49725,129805
49735,129746
49745,129566
49755,129805
49765,129626
49775,129446
49785,129446
49795,129387
49805,129327
49815,129506
49825,129387
49835,129506
49845,129267
49855,129267
49865,129327
49875,129267
49885,129027
49895,128968
49905,129087
49915,129207
49925,128848
49935,128848
49945,128908
49955,128848
49965,128908
49975,128788
49985,128728
49995,128668
50005,128728
50015,128728
50025,128609
50035,128489
50045,128429
50055,128369
50065,128489
50075,128369
50085,128250
50095,128250
50105,128190
50115,128070
50125,127950
50135,127891
50145,128250
50155,127831
50165,127711
50175,127711
50185,127711
50195,127651
50205,127532
50215,127591
50225,127532
50235,127352
50245,127472
50255,127711
50265,127172
50275,127292
50285,126993
50295,127172
50305,127113
50315,126933
50325,126933
50335,126933
50345,126933
50355,126873
50365,126933
50375,126754
50385,126694
50395,126873
50405,126514
50415,126694
50425,126454
50435,126514
50445,126395
50455,126395
50465,126095
50475,126215
50485,126155
50495,126036
50505,126155
50515,126155
50525,125916
50535,126095
50545,125976
50555,125736
50565,125916
50575,125796
50585,125736
50595,125617
50605,125736
50615,125497
50625,125377
50635,125497
50645,125317
50655,125198
50665,125258
50675,125078
50685,125138
50695,124958
50705,124899
50715,124899
50725,124839
50735,124779
50745,124719
50755,124779
50765,124719
50775,124719
50785,124480
50795,124360
50805,124360
50815,124121
50825,124300
50835,124240
50845,124240
50855,124181
50865,124001
50875,123881
50885,123881
50895,123881
50905,123941
50915,123762
50925,123702
50935,123462
50945,123582
50955,123462
50965,123522
50975,123462
50985,123343
50995,123223
51005,123223
51015,123403
51025,123044
51035,122984
51045,123044
51055,123223
51065,122984
51075,122924
51085,122864
51095,122744
51105,122804
51115,122685
51125,122685
51135,122685
51145,122326
51155,122385
51165,122445
51175,122266
51185,122086
51195,122385
51205,122206
51215,122146
51225,122086
51235,122026
51245,121966
51255,121847
51265,121787
51275,121607
51285,121787
51295,121727
51305,121667
51315,121428
51325,121607
51335,121308
51345,121488
51355,121368
51365,121488
51375,120949
51385,121069
51395,121009
51405,121069
51415,120949
51425,121009
51435,121189
51445,120590
51455,120710
51465,120710
51475,120471
51485,120530
51495,120411
51505,120530
51515,120530
51525,120530
51535,120351
51545,118376
51555,111734
51565,109221
51575,108503
51585,108263
51595,107904
51605,107964
51615,107725
51625,107725
51635,107665
51645,107485
51655,107485
51665,107426
51675,107545
51685,107545
51695,107306
51705,107306
51715,107306
51725,107246
51735,107426
51745,107126
51755,107126
51765,107126
51775,107246
51785,107186
51795,106947
51805,107126
51815,107246
51825,107246
51835,107426
51845,107306
51855,107186
51865,107186
51875,107126
51885,107366
51895,107246
51905,107366
51915,107246
51925,107246
51935,107366
51945,107246
51955,107306
51965,107426
51975,107366
51985,107426
51995,107485
52005,107605
52015,107605
52025,107725
52035,107605
52045,107725
52055,107665
52065,107725
52075,107725
52085,107665
52095,107904
52105,107725
52115,107725
52125,107844
52135,107904
52145,107904
52155,107964
52165,107964
52175,107964
52185,107904
52195,107964
52205,107904
52215,108024
52225,107964
52235,108084
52245,108263
52255,108024
52265,108144
52275,108263
52285,108323
52295,108443
52305,108204
52315,108204
52325,108563
52335,108622
52345,108383
52355,108563
52365,108682
52375,108443
52385,108503
52395,108503
52405,108742
52415,108563
52425,108682
52435,108742
52445,108742
52455,108742
52465,108922
52475,108802
52485,108802
52495,108742
52505,109041
52515,108922
52525,108981
52535,108981
52545,109161
52555,109101
52565,108981
52575,109400
52585,109041
52595,109281
52605,108981
52615,109101
52625,109101
52635,109161
52645,109281
52655,109281
52665,109460
52675,109400
52685,109340
52695,109281
52705,109400
52715,109640
52725,109400
52735,109640
52745,109580
52755,109640
52765,109819
52775,109520
52785,109640
52795,109640
52805,109759
52815,109939
52825,109759
52835,109580
52845,109759
52855,109879
52865,109819
52875,109999
52885,109939
52895,109640
52905,109939
52915,110238
52925,110238
52935,109999
52945,110059
52955,109939
52965,110178
52975,110118
52985,110178
52995,110298
53005,110418
53015,110477
53025,110657
53035,110238
53045,110418
53055,110238
53065,110298
53075,110418
53085,110477
53095,110358
53105,110597
53115,110537
53125,110597
53135,110657
53145,110717
53155,110597
53165,110537
53175,110657
53185,110657
53195,110657
53205,110597
53215,110836
53225,110836
53235,110777
53245,110896
53255,111016
53265,110777
53275,110836
53285,111136
53295,110777
53305,110956
53315,111136
53325,110956
53335,110896
53345,111255
53355,110956
53365,111195
53375,111315
53385,111136
53395,111315
53405,111315
53415,111315
53425,111495
53435,111495
53445,111315
53455,111375
53465,111555
53475,111435
53485,111076
53495,111495
53505,111375
53515,111614
53525,111614
53535,111555
53545,111674
53555,111555
53565,111555
53575,111555
53585,111614
53595,111555
53605,111734
53615,111674
53625,111734
53635,111674
53645,111555
53655,111794
53665,111674
53675,111794
53685,111854
53695,111555
53705,111734
53715,111555
53725,111495
53735,111495
53745,111555
53755,111495
53765,111555
53775,111375
53785,111375
53795,111255
53805,111315
53815,111195
53825,111255
53835,111255
53845,111076
53855,111076
53865,110956
53875,110896
53885,111016
53895,110956
53905,110896
53915,110896
53925,110836
53935,110477
53945,110777
53955,110537
53965,110537
53975,110537
53985,110418
53995,110238
54005,110178
54015,110178
54025,110059
54035,109879
54045,109819
54055,109819
54065,109879
54075,109699
54085,109699
54095,109400
54105,109400
54115,109281
54125,109580
54135,109161
54145,109161
54155,108981
54165,108742
54175,109041
54185,108802
54195,108922
54205,108622
54215,108443
54225,108383
54235,108263
54245,108084
54255,107964
54265,107844
54275,107665
54285,107785
54295,107545
54305,107485
54315,107485
54325,107126
54335,107306
54345,107007
54355,106708
54365,106767
54375,106588
54385,106528
54395,106408
54405,106229
54415,105930
54425,105571
54435,104613
54445,102638
54455,100664
54465,100604
54475,100365
54485,100664
54495,100484
54505,100544
54515,100843
54525,100664
54535,100664
54545,100843
54555,101023
54565,100903
54575,100963
54585,101083
54595,101262
54605,101262
54615,101202
54625,100963
54635,101262
54645,101143
54655,101382
54665,101382
54675,101143
54685,101382
54695,101561
54705,101322
54715,101561
54725,101561
54735,101681
54745,101621
54755,101502
54765,101442
54775,101741
54785,101801
54795,101561
54805,101741
54815,101621
54825,101741
54835,101681
54845,101861
54855,102040
54865,101801
54875,102040
54885,102040
54895,101920
54905,101861
54915,102279
54925,102040
54935,102160
54945,102100
54955,102220
54965,102279
54975,102220
54985,102220
54995,102279
55005,102220
55015,102579
55025,102339
55035,102339
55045,102638
55055,102519
55065,102399
55075,102519
55085,102638
55095,102519
55105,102399
55115,102399
55125,102519
55135,102698
55145,102758
55155,102758
55165,102698
55175,102878
55185,102638
55195,102818
55205,102818
55215,102878
55225,102758
55235,102758
55245,102878
55255,103057
55265,102818
55275,102818
55285,103057
55295,102998
55305,102758
55315,102878
55325,102878
55335,102998
55345,102938
55355,103177
55365,103117
55375,103177
55385,103237
55395,103117
55405,103117
55415,103237
55425,103177
55435,103177
55445,103237
55455,103297
55465,103357
55475,103476
55485,103357
55495,103476
55505,103177
55515,103536
55525,103476
55535,103536
55545,103596
55555,103596
55565,103416
55575,103416
55585,103596
55595,103536
55605,103416
55615,103596
55625,103596
55635,103536
55645,103596
55655,103716
55665,103536
55675,103656
55685,103716
55695,103835
55705,104015
55715,104015
55725,103775
55735,103716
55745,103895
55755,103955
55765,103835
55775,103955
55785,103835
55795,103716
55805,104015
55815,103835
55825,103835
55835,104075
55845,103955
55855,103895
55865,103955
55875,103895
55885,103955
55895,104194
55905,104075
55915,104314
55925,104134
55935,104075
55945,104134
55955,104134
55965,104015
55975,104254
55985,104314
55995,104194
56005,104314
56015,104134
56025,104254
56035,104434
56045,104494
56055,104314
56065,104254
56075,104194
56085,104314
56095,104314
56105,104613
56115,104254
56125,104314
56135,104434
56145,104374
56155,104494
56165,104553
56175,104494
56185,104553
56195,104613
56205,104553
56215,104434
56225,104553
56235,104494
56245,104494
56255,104912
56265,104553
56275,104613
56285,104733
56295,104673
56305,104613
56315,104613
56325,104912
56335,104793
56345,104853
56355,104853
56365,104673
56375,104733
56385,104733
56395,104853
56405,104733
56415,104853
56425,104673
56435,104853
56445,104912
56455,104912
56465,104853
56475,105032
56485,104673
56495,104853
56505,105032
56515,104853
56525,104853
56535,104912
56545,105032
56555,105032
56565,105152
56575,105092
56585,104972
56595,105032
56605,104972
56615,105032
56625,105092
56635,104972
56645,104972
56655,105212
56665,105152
56675,104912
56685,105032
56695,105092
56705,105331
56715,105212
56725,105032
56735,105212
56745,105152
56755,105212
56765,105212
56775,105391
56785,105271
56795,105271
56805,105152
56815,105212
56825,105451
56835,105331
56845,105152
56855,105391
56865,105331
56875,105391
56885,105212
56895,105451
56905,105451
56915,105630
56925,105331
56935,105571
56945,105451
56955,105331
56965,105212
56975,105511
56985,105451
56995,105451
57005,105690
57015,105630
57025,105571
57035,105511
57045,105571
57055,105451
57065,105571
57075,105690
57085,105571
57095,105630
57105,105690
57115,105391
57125,105690
57135,105571
57145,105630
57155,105750
57165,105690
57175,105750
57185,105391
57195,105511
57205,105690
57215,105690
57225,105870
57235,105870
57245,105690
57255,105870
57265,105690
57275,105870
57285,105630
57295,105870
57305,105810
57315,106049
57325,105870
57335,105989
57345,105750
57355,105930
57365,105690
57375,105870
57385,105810
57395,105870
57405,105750
57415,106049
57425,105750
57435,105930
57445,105989
57455,106109
57465,105930
57475,105810
57485,105930
57495,105930
57505,106049
57515,106049
57525,105989
57535,106049
57545,105930
57555,106049
57565,105870
57575,106049
57585,105870
57595,106169
57605,106109
57615,106109
57625,105810
57635,105930
57645,106169
57655,105870
57665,105810
57675,106289
57685,106289
57695,106229
57705,106349
57715,105989
57725,106229
57735,106289
57745,106229
57755,106289
57765,105930
57775,106169
57785,106109
57795,106169
57805,106289
57815,106109
57825,106229
57835,106049
57845,106049
57855,106169
57865,106049
57875,106169
57885,106349
57895,106408
57905,106349
57915,106229
57925,106408
57935,106349
57945,106229
57955,106349
57965,106468
57975,106528
57985,106408
57995,106349
58005,106229
58015,106229
58025,106289
58035,106289
58045,106289
58055,106408
58065,106289
58075,106408
58085,106528
58095,106588
58105,106528
58115,106468
58125,106349
58135,106528
58145,106468
58155,106408
58165,106528
58175,106408
58185,106708
58195,106468
58205,106408
58215,106349
58225,106648
58235,106588
58245,106408
58255,106588
58265,106528
58275,106588
58285,106708
58295,106767
58305,106408
58315,106648
58325,106767
58335,106767
58345,106588
58355,106708
58365,106767
58375,106648
58385,106408
58395,106588
58405,106708
58415,106648
58425,106468
58435,106708
58445,106588
58455,106767
58465,106648
58475,106708
58485,106708
58495,106767
58505,106648
58515,106887
58525,106708
58535,106827
58545,106708
58555,106708
58565,106827
58575,106588
58585,106827
58595,106708
58605,106887
58615,106708
58625,106767
58635,106648
58645,106827
58655,106827
58665,106887
58675,106827
58685,106887
58695,106827
58705,106887
58715,106827
58725,106767
58735,106767
58745,106887
58755,106947
58765,106887
58775,106827
58785,106827
58795,106947
58805,107007
58815,106887
58825,106947
58835,106947
58845,106947
58855,107007
58865,106827
58875,106887
58885,107007
58895,107067
58905,106887
58915,107007
58925,106947
58935,106947
58945,107007
58955,107007
58965,107007
58975,107007
58985,106827
58995,107126
59005,107067
59015,107067
59025,107366
59035,107067
59045,107067
59055,107246
59065,107126
59075,107126
59085,107126
59095,107126
59105,107186
59115,107246
59125,106947
59135,107067
59145,107126
59155,107007
59165,107007
59175,107067
59185,107126
59195,107067
59205,107186
59215,107186
59225,107186
59235,107246
59245,107306
59255,107366
59265,107186
59275,107186
59285,107366
59295,107246
59305,107306
59315,107246
59325,107126
59335,107126
59345,107366
59355,107067
59365,107126
59375,107485
59385,107067
59395,107366
59405,107246
59415,107126
59425,107366
59435,107366
59445,107246
59455,107485
59465,107426
59475,107306
59485,107306
59495,107246
59505,107186
59515,107126
59525,107485
59535,107306
59545,107426
59555,107545
59565,107306
59575,107306
59585,107366
59595,107366
59605,107426
59615,107306
59625,107485
59635,107426
59645,107605
59655,107426
59665,107306
59675,107485
59685,107426
59695,107186
59705,107186
59715,107605
59725,107306
59735,107246
59745,107485
59755,107545
59765,107426
59775,107485
59785,107545
59795,107545
59805,107426
59815,107605
59825,107485
59835,107605
59845,107485
59855,107246
59865,107485
59875,107725
59885,107426
59895,107485
59905,107545
59915,107545
59925,107545
59935,107485
59945,107605
59955,107725
59965,107426
59975,107605
59985,107485
59995,107605
60005,107665
60015,107545
60025,107605
60035,107485
60045,107665
60055,107785
60065,107725
60075,107545
60085,107665
60095,107665
60105,107605
60115,107605
60125,107605
60135,107545
60145,107545
60155,107485
60165,107545
60175,107725
60185,107665
60195,107605
60205,107605
60215,107665
60225,107785
60235,107665
60245,107725
60255,107665
60265,107844
60275,107725
60285,107665
60295,107665
60305,107545
60315,107605
60325,107665
60335,107725
60345,107605
60355,107725
60365,107665
60375,107844
60385,107904
60395,107725
60405,107904
60415,107725
60425,107725
60435,108024
60445,107844
60455,107844
60465,107725
60475,107785
60485,107785
60495,107844
60505,107785
60515,107665
60525,107904
60535,107844
60545,107725
60555,107785
60565,107904
60575,107904
60585,107844
60595,107964
60605,107904
60615,107904
60625,107964
60635,107785
60645,108144
60655,107725
60665,107844
60675,107665
60685,107785
60695,108084
60705,107964
60715,108084
60725,107964
60735,108024
60745,107904
60755,107844
60765,107785
60775,108024
60785,108084
60795,107964
60805,107844
60815,107964
60825,107844
60835,107785
60845,107844
60855,107844
60865,107785
60875,108084
60885,107844
60895,108144
60905,107904
60915,108084
60925,107904
60935,107904
60945,107904
60955,107844
60965,108084
60975,107964
60985,108024
60995,107964
61005,107785
61015,108084
61025,108204
61035,107904
61045,108323
61055,108024
61065,108084
61075,107964
61085,108204
61095,107964
61105,107964
61115,108084
61125,107964
61135,108084
61145,107904
61155,108204
61165,108024
61175,107964
61185,107964
61195,108084
61205,108084
61215,107964
61225,108144
61235,108144
61245,108144
61255,108263
61265,108084
61275,108084
61285,108084
61295,108144
61305,108084
61315,108263
61325,108144
61335,108144
61345,108024
61355,107964
61365,108084
61375,108323
61385,107904
61395,108144
61405,108144
61415,107904
61425,108323
61435,108204
61445,108204
61455,108204
61465,108263
61475,108204
61485,108263
61495,108503
61505,108144
61515,108144
61525,108263
61535,108024
61545,108024
61555,108204
61565,108084
61575,108204
61585,108323
61595,108383
61605,108084
61615,108024
61625,108323
61635,108204
61645,108263
61655,108263
61665,108503
61675,108503
61685,108323
61695,108204
61705,108383
61715,108263
61725,108204
61735,108204
61745,108204
61755,108323
61765,108323
61775,108204
61785,108443
61795,108204
61805,108263
61815,108503
61825,108204
61835,108204
61845,108204
61855,108622
61865,108383
61875,108383
61885,108383
61895,108323
61905,108144
61915,108024
61925,107964
61935,108443
61945,108263
61955,108503
61965,108323
61975,108084
61985,108383
61995,108263
62005,108024
62015,108323
62025,108622
62035,108204
62045,108263
62055,108383
62065,108563
62075,108084
62085,108503
62095,108443
62105,108622
62115,108682
62125,108383
62135,108443
62145,108503
62155,108144
62165,108263
62175,108622
62185,108622
62195,108503
62205,108443
62215,108204
62225,108503
62235,108563
62245,108682
62255,108563
62265,108862
62275,108563
62285,108443
62295,108263
62305,108503
62315,108503
62325,108503
62335,108563
62345,108263
62355,108682
62365,108443
62375,108383
62385,108682
62395,108323
62405,108682
62415,108802
62425,108263
62435,108443
62445,108383
62455,108622
62465,108802
62475,108563
62485,108563
62495,108622
62505,108862
62515,108862
62525,108742
62535,108383
62545,108622
62555,108503
62565,108622
62575,108563
62585,108682
62595,108802
62605,108922
62615,108383
62625,108682
62635,108742
62645,108323
62655,108323
62665,108742
62675,108563
62685,108563
62695,108682
62705,108563
62715,108802
62725,108862
62735,108443
62745,108443
62755,108503
62765,108742
62775,108742
62785,108503
62795,108742
62805,108682
62815,108503
62825,108503
62835,108383
62845,108503
62855,108263
62865,108622
62875,108563
62885,108563
62895,108862
62905,108922
62915,108622
62925,108563
62935,108682
62945,108503
62955,108503
62965,108742
62975,108563
62985,108323
62995,108622
63005,108742
63015,108622
63025,108443
63035,109041
63045,108383
63055,108742
63065,108742
63075,109041
63085,108742
63095,108563
63105,109161
63115,109101
63125,108563
63135,108563
63145,108742
63155,108802
63165,108622
63175,108682
63185,108563
63195,108922
63205,108622
63215,108981
63225,108503
63235,108742
63245,108922
63255,108323
63265,108622
63275,108742
63285,108981
63295,108682
63305,108622
63315,108682
63325,108981
63335,108862
63345,108622
63355,108682
63365,108563
63375,108862
63385,108443
63395,108802
63405,108922
63415,109041
63425,108802
63435,108862
63445,108682
63455,108563
63465,108563
63475,108922
63485,109161
63495,108802
63505,108323
63515,108563
63525,109041
63535,108443
63545,109281
63555,108802
63565,108802
63575,108802
63585,108981
63595,108981
63605,108922
63615,108862
63625,108922
63635,108981
63645,108622
63655,108622
63665,108862
63675,108682
63685,108742
63695,108682
63705,108922
63715,108802
63725,108682
63735,108443
63745,108862
63755,108922
63765,108563
63775,108981
63785,108922
63795,108922
63805,108862
63815,108922
63825,108922
63835,108742
63845,109281
63855,108981
63865,108802
63875,108742
63885,108622
63895,108682
63905,108862
63915,108922
63925,108981
63935,109041
63945,109101
63955,108802
63965,108802
63975,109041
63985,108862
63995,108862
64005,108862
64015,109101
64025,109340
64035,108981
64045,108742
64055,109101
64065,108922
64075,108802
64085,108981
64095,108981
64105,108922
64115,109161
64125,108922
64135,108981
64145,109161
64155,109221
64165,109161
64175,109101
64185,108981
64195,109041
64205,109221
64215,109161
64225,109580
64235,109460
64245,109281
64255,109221
64265,108981
64275,109400
64285,109161
64295,108981
64305,108862
64315,109101
64325,108802
64335,108981
64345,109281
64355,108742
64365,109161
64375,109340
64385,109221
64395,109281
64405,109281
64415,108981
64425,108622
64435,109161
64445,109281
64455,109041
64465,109161
64475,108862
64485,109400
64495,108981
64505,108981
64515,109221
64525,108922
64535,109161
64545,108981
64555,109520
64565,109281
64575,109281
64585,109041
64595,108981
64605,109221
64615,108922
64625,109161
64635,108802
64645,109161
64655,108802
64665,109041
64675,109400
64685,108862
64695,109400
64705,108981
64715,109161
64725,108981
64735,109281
64745,109400
64755,109281
64765,109161
64775,109101
64785,109041
64795,109101
64805,109041
64815,109221
64825,109101
64835,109101
64845,108922
64855,108802
64865,109400
64875,108862
64885,108922
64895,109281
64905,109340
64915,108922
64925,109340
64935,108981
64945,108981
64955,109460
64965,109460
64975,109041
64985,109520
64995,108682
65005,108862
65015,109580
65025,109281
65035,109281
65045,109221
65055,109281
65065,109041
65075,109400
65085,109281
65095,109640
65105,109101
65115,108862
65125,109281
65135,109281
65145,109101
65155,109400
65165,109161
65175,108981
65185,109460
65195,109460
65205,109221
65215,109640
65225,109041
65235,109400
65245,109699
65255,109340
65265,109340
65275,109041
65285,109041
65295,109340
65305,109221
65315,109460
65325,109041
65335,109101
65345,109640
65355,109460
65365,109520
65375,108981
65385,109520
65395,109759
65405,109221
65415,108981
65425,109221
65435,109221
65445,109580
65455,109400
65465,109281
65475,109400
65485,109400
65495,109400
65505,108981
65515,109281
65525,109221
65535,108981
65545,109640
65555,109161
65565,109520
65575,109161
65585,109520
65595,109580
65605,109340
65615,109221
65625,109460
65635,109460
65645,109460
65655,109759
65665,109281
65675,109281
65685,109460
65695,109699
65705,109699
65715,109520
65725,109819
65735,109161
65745,109400
65755,109640
65765,109221
65775,109101
65785,109400
65795,109221
65805,109400
65815,109580
65825,109520
65835,109400
65845,109340
65855,109460
65865,109640
65875,109400
65885,109340
65895,109520
65905,109281
65915,109520
65925,109460
65935,109400
65945,109400
65955,109699
65965,109460
65975,109400
65985,109460
65995,109460
66005,109520
66015,109520
66025,109460
66035,109460
66045,109340
66055,109580
66065,109520
66075,109580
66085,109460
66095,109161
66105,109281
66115,109580
66125,109281
66135,109340
66145,109640
66155,109460
66165,109400
66175,109460
66185,109340
66195,109640
66205,109520
66215,109281
66225,109340
66235,109340
66245,109699
66255,109520
66265,109580
66275,109580
66285,109640
66295,109520
66305,109640
66315,109580
66325,109340
66335,109520
66345,109819
66355,109520
66365,109759
66375,109580
66385,109759
66395,109640
66405,109520
66415,109580
66425,109520
66435,109699
66445,109520
66455,109759
66465,109699
66475,109819
66485,109460
66495,109580
66505,109460
66515,109699
66525,109580
66535,109580
66545,109161
66555,109699
66565,109759
66575,109281
66585,109460
66595,109580
66605,109520
66615,109879
66625,109580
66635,109400
66645,109400
66655,109340
66665,109580
66675,109520
66685,109939
66695,109759
66705,109580
66715,109161
66725,109640
66735,109460
66745,109759
66755,109759
66765,109580
66775,109580
66785,109460
66795,109520
66805,109640
66815,109640
66825,109580
66835,109580
66845,109640
66855,109580
66865,109759
66875,109340
66885,109460
66895,109580
66905,109759
66915,109460
66925,109400
66935,109640
66945,109699
66955,109640
66965,109281
66975,109819
66985,109580
66995,109640
67005,109640
67015,109520
67025,109580
67035,109819
67045,109640
67055,109759
67065,109520
67075,109759
67085,109759
67095,109580
67105,109520
67115,109460
67125,109580
67135,109580
67145,109400
67155,109699
67165,109580
67175,109999
67185,109520
67195,109640
67205,109520
67215,109281
67225,109520
67235,109400
67245,109460
67255,109640
67265,109819
67275,109640
67285,109819
67295,109699
67305,109281
67315,109819
67325,109759
67335,109699
67345,109759
67355,109939
67365,109520
67375,109520
67385,109699
67395,109939
67405,109580
67415,109400
67425,109580
67435,109759
67445,109640
67455,110059
67465,109939
67475,109460
67485,109460
67495,109520
67505,109699
67515,109640
67525,109640
67535,109460
67545,109640
67555,109699
67565,109520
67575,109520
67585,109759
67595,109879
67605,109819
67615,110059
67625,109520
67635,109460
67645,109819
67655,109520
67665,109580
67675,109699
67685,109640
67695,109699
67705,109939
67715,109580
67725,109520
67735,109520
67745,109580
67755,109460
67765,109759
67775,109759
67785,109819
67795,109520
67805,109580
67815,110059
67825,109819
67835,109939
67845,109759
67855,109640
67865,110059
67875,109699
67885,109640
67895,109640
67905,109759
67915,109640
67925,109939
67935,109939
67945,109520
67955,109999
67965,110059
67975,109999
67985,109879
67995,109819
68005,109400
68015,109879
68025,110118
68035,110118
68045,110059
68055,109819
68065,109699
68075,109580
68085,109819
68095,110118
68105,109879
68115,109460
68125,109520
68135,109699
68145,109819
68155,109939
68165,110059
68175,109819
68185,109759
68195,109819
68205,109939
68215,109640
68225,109759
68235,109580
68245,109999
68255,109580
68265,110059
68275,109640
68285,109879
68295,109759
68305,109939
68315,109580
68325,109879
68335,109759
68345,110059
68355,109640
68365,109819
68375,110059
68385,109939
68395,109939
68405,110059
68415,109939
68425,109281
68435,110059
68445,109999
68455,110118
68465,109699
68475,109939
68485,109999
68495,109699
68505,110059
68515,109580
68525,110178
68535,110118
68545,109999
68555,110118
68565,109879
68575,109939
68585,109819
68595,110059
68605,110059
68615,109580
68625,109819
68635,109819
68645,109759
68655,109819
68665,109879
68675,109759
68685,110118
68695,109520
68705,109520
68715,109699
68725,109640
68735,109759
68745,109640
68755,109759
68765,109699
68775,109580
68785,109699
68795,110178
68805,109400
68815,109580
68825,109999
68835,110118
68845,109699
68855,109759
68865,109819
68875,110059
68885,109879
68895,109819
68905,110118
68915,109999
68925,109939
68935,109699
68945,109580
68955,109879
68965,110178
68975,110118
68985,110178
68995,109759
69005,109939
69015,109939
69025,109699
69035,109999
69045,109939
69055,110059
69065,109999
69075,109939
69085,110059
69095,110059
69105,109999
69115,110059
69125,109939
69135,109939
69145,110178
69155,109699
69165,109759
69175,109460
69185,109999
69195,109759
69205,109999
69215,109819
69225,109759
69235,110238
69245,109879
69255,110059
69265,109879
69275,110059
69285,109939
69295,110118
69305,109819
69315,109520
69325,109999
69335,109520
69345,109699
69355,109879
69365,109879
69375,109999
69385,109999
69395,110178
69405,110059
69415,109939
69425,109999
69435,110059
69445,110178
69455,109879
69465,109819
69475,109879
69485,110238
69495,109759
69505,109999
69515,110178
69525,109759
69535,109699
69545,110059
69555,109999
69565,109640
69575,109999
69585,109759
69595,109939
69605,109879
69615,109999
69625,109819
69635,109939
69645,110358
69655,109819
69665,110118
69675,110418
69685,110118
69695,109879
69705,109759
69715,110238
69725,110059
69735,110238
69745,109879
69755,109879
69765,109939
69775,110059
69785,110238
69795,109879
69805,110238
69815,110118
69825,109819
69835,109699
69845,109999
69855,109640
69865,109819
69875,110118
69885,109699
69895,109759
69905,109759
69915,110059
69925,109640
69935,110178
69945,109640
69955,110059
69965,109460
69975,110059
69985,110298
69995,109699
70005,109759
70015,110059
70025,109759
70035,109699
70045,109999
70055,110298
70065,110059
70075,110178
70085,109879
70095,109879
70105,110418
70115,110238
70125,110059
70135,110238
70145,109999
70155,109759
70165,109640
70175,109999
70185,109999
70195,110059
70205,109879
70215,110238
70225,110178
70235,109999
70245,110118
70255,109879
70265,110118
70275,109580
70285,109640
70295,109999
70305,109879
70315,109759
70325,110059
70335,109759
70345,109999
70355,109999
70365,110298
70375,109879
70385,109939
70395,110118
70405,109999
70415,110238
70425,109999
70435,110059
70445,110178
70455,110298
70465,110178
70475,110118
70485,110358
70495,109699
70505,109939
70515,109819
70525,110059
70535,109999
70545,110238
70555,110059
70565,109999
70575,110118
70585,110238
70595,109759
70605,110118
70615,109939
70625,110118
70635,110118
70645,109999
70655,110178
70665,109999
70675,109939
70685,110118
70695,109999
70705,110178
70715,110118
70725,110238
70735,110118
70745,109939
70755,110059
70765,110178
70775,109939
70785,109819
70795,110059
70805,109999
70815,110238
70825,109939
70835,110059
70845,109999
70855,109939
70865,110118
70875,109999
70885,110178
70895,109939
70905,109879
70915,110178
70925,110178
70935,110238
70945,110178
70955,110178
70965,110298
70975,109999
