x,y
5255,125377
5265,125676
5275,125557
5285,126036
5295,125856
5305,125916
5315,125736
5325,125976
5335,126095
5345,125916
5355,125856
5365,126095
5375,126155
5385,126454
5395,125856
5405,126215
5415,126155
5425,126095
5435,126155
5445,126454
5455,126335
5465,126275
5475,126514
5485,126574
5495,126634
5505,126514
5515,126813
5525,126694
5535,126694
5545,127172
5555,127292
5565,127053
5575,126873
5585,127232
5595,127292
5605,127172
5615,127412
5625,127591
5635,126993
5645,127352
5655,127053
5665,127532
5675,127651
5685,127292
5695,127711
5705,127771
5715,127831
5725,127711
5735,127771
5745,127771
5755,128190
5765,127891
5775,128130
5785,128190
5795,128309
5805,128190
5815,128309
5825,128309
5835,128549
5845,128250
5855,128609
5865,128609
5875,128549
5885,128609
5895,128788
5905,129147
5915,128609
5925,128668
5935,129027
5945,129207
5955,129087
5965,129267
5975,129207
5985,129446
5995,129387
6005,129506
6015,129327
6025,129746
6035,129686
6045,129925
6055,129865
6065,130045
6075,130164
6085,130105
6095,130164
6105,130045
6115,130105
6125,130284
6135,130344
6145,130344
6155,130643
6165,130164
6175,130643
6185,130105
6195,130344
6205,130344
6215,130583
6225,130643
6235,130404
6245,130224
6255,130224
6265,130464
6275,130224
6285,130045
6295,130583
6305,130045
6315,130105
6325,130344
6335,113110
6345,50758
6355,23831
6365,19582
6375,18924
6385,19043
6395,18984
6405,18804
6415,18445
6425,18804
6435,18804
6445,18924
6455,19103
6465,18804
6475,18625
6485,19223
6495,18984
6505,18804
6515,18684
6525,19223
6535,18984
6545,18924
6555,21736
6565,29037
6575,35798
6585,55426
6595,68470
6605,76010
6615,76429
6625,79421
6635,81635
6645,82413
6655,82233
6665,81635
6675,81216
6685,81994
6695,97552
6705,101861
6715,103177
6725,103955
6735,105212
6745,105391
6755,105451
6765,105571
6775,104853
6785,106887
6795,108563
6805,110537
6815,112273
6825,114726
6835,116521
6845,117718
6855,117957
6865,119154
6875,119034
6885,119334
6895,119393
6905,119274
6915,119154
6925,119393
6935,119274
6945,119633
6955,119693
6965,119932
6975,119752
6985,119812
6995,120231
7005,121308
7015,122206
7025,122385
7035,122086
7045,121847
7055,122565
7065,122086
7075,122685
7085,123642
7095,123762
7105,123462
7115,123403
7125,123103
7135,122804
7145,123044
7155,122984
7165,122744
7175,123403
7185,123163
7195,123582
7205,124181
7215,124480
7225,124599
7235,125018
7245,125617
7255,125736
7265,125736
7275,126215
7285,126694
7295,126813
7305,126813
7315,127412
7325,127472
7335,127711
7345,127950
7355,128130
7365,128668
7375,128609
7385,128848
7395,129147
7405,128848
7415,128968
7425,129387
7435,129387
7445,129805
7455,129865
7465,129746
7475,130105
7485,130105
7495,130224
7505,130643
7515,130464
7525,130643
7535,130882
7545,130942
7555,130823
7565,130942
7575,131122
7585,131242
7595,131421
7605,131660
7615,131780
7625,131242
7635,131481
7645,131780
7655,131900
7665,131960
7675,131660
7685,132019
7695,132199
7705,132079
7715,132019
7725,132259
7735,132079
7745,132259
7755,132438
7765,132199
7775,132438
7785,132498
7795,132618
7805,132319
7815,132737
7825,132378
7835,132498
7845,132797
7855,132797
7865,132678
7875,132678
7885,132618
7895,132857
7905,132977
7915,132917
7925,132678
7935,132797
7945,132618
7955,132378
7965,132498
7975,132737
7985,132797
7995,132678
8005,132618
8015,132618
8025,132737
8035,132618
8045,132558
8055,132797
8065,132378
8075,132319
8085,132378
8095,132558
8105,132438
8115,132079
8125,132319
8135,132199
8145,132378
8155,132319
8165,132618
8175,132079
8185,132199
8195,132199
8205,132139
8215,132139
8225,131780
8235,131960
8245,131900
8255,131840
8265,131720
8275,131780
8285,131720
8295,131660
8305,131361
8315,131242
8325,131421
8335,130823
8345,131062
8355,131002
8365,131122
8375,130823
8385,130583
8395,130643
8405,130344
8415,130224
8425,130045
8435,129985
8445,129925
8455,129805
8465,129566
8475,129686
8485,129446
8495,128848
8505,128848
8515,128668
8525,128609
8535,128429
8545,128489
8555,128309
8565,128130
8575,128130
8585,128010
8595,127950
8605,127711
8615,128010
8625,127532
8635,127412
8645,127532
8655,127412
8665,127232
8675,126993
8685,127053
8695,126873
8705,126873
8715,126754
8725,126574
8735,126454
8745,126395
8755,126095
8765,126215
8775,125916
8785,126036
8795,125916
8805,125736
8815,125676
8825,125437
8835,125377
8845,125258
8855,125138
8865,124540
8875,124779
8885,124719
8895,124659
8905,124599
8915,124181
8925,124121
8935,124001
8945,123582
8955,123582
8965,123462
8975,122984
8985,123163
8995,122924
9005,122565
9015,122685
9025,122385
9035,122206
9045,122146
9055,121667
9065,121548
9075,121129
9085,121069
9095,120710
9105,120530
9115,120291
9125,120052
9135,119872
9145,119573
9155,119094
9165,119034
9175,118915
9185,118675
9195,118675
9205,118256
9215,118077
9225,117957
9235,117838
9245,117658
9255,117299
9265,117179
9275,116880
9285,116641
9295,116222
9305,115205
9315,114786
9325,119932
9335,123044
9345,123941
9355,124181
9365,124540
9375,124779
9385,124958
9395,125078
9405,125617
9415,126275
9425,126873
9435,127352
9445,126754
9455,126335
9465,127113
9475,127950
9485,129566
9495,129925
9505,129865
9515,129925
9525,129805
9535,127172
9545,78404
9555,29575
9565,20839
9575,19163
9585,18804
9595,18625
9605,18565
9615,18804
9625,18565
9635,19103
9645,18804
9655,18684
9665,18984
9675,18804
9685,18505
9695,18565
9705,18684
9715,18864
9725,18625
9735,18625
9745,18625
9755,18804
9765,22335
9775,28498
9785,37713
9795,57819
9805,68351
9815,67214
9825,70984
9835,74574
9845,72061
9855,63743
9865,62666
9875,63564
9885,88277
9895,105271
9905,108563
9915,110118
9925,111136
9935,111315
9945,112153
9955,112931
9965,114427
9975,115564
9985,116401
9995,117060
10005,118077
10015,118975
10025,119812
10035,120650
10045,121548
10055,122086
10065,122685
10075,123283
10085,123762
10095,123941
10105,124061
10115,124599
10125,125018
10135,125198
10145,125557
10155,125796
10165,125856
10175,126155
10185,126514
10195,126873
10205,127113
10215,127532
10225,127891
10235,128010
10245,128130
10255,128549
10265,128728
10275,128908
10285,128968
10295,129327
10305,129805
10315,129805
10325,130045
10335,130284
10345,130464
10355,130523
10365,130763
10375,130763
10385,130882
10395,130942
10405,131361
10415,131242
10425,131541
10435,131601
10445,131840
10455,132019
10465,132259
10475,132498
10485,132618
10495,131780
10505,130105
10515,128728
10525,127891
10535,127232
10545,126514
10555,125796
10565,125258
10575,124779
10585,123642
10595,121308
10605,119812
10615,119932
10625,120351
10635,120710
10645,121069
10655,121368
10665,121667
10675,121907
10685,121667
10695,122086
10705,122266
10715,122266
10725,122445
10735,122565
10745,122505
10755,122625
10765,122625
10775,122984
10785,122744
10795,122685
10805,122864
10815,122804
10825,122744
10835,122924
10845,122864
10855,122984
10865,122924
10875,122864
10885,122924
10895,122744
10905,122864
10915,122804
10925,122924
10935,122804
10945,122685
10955,122505
10965,122804
10975,122685
10985,122565
10995,122445
11005,122385
11015,122505
11025,122266
11035,122266
11045,122565
11055,122206
11065,122086
11075,122266
11085,122146
11095,122086
11105,122146
11115,121727
11125,122026
11135,121847
11145,121607
11155,121548
11165,121488
11175,121189
11185,121368
11195,121248
11205,121009
11215,121069
11225,120770
11235,120650
11245,120889
11255,120710
11265,120291
11275,120052
11285,120291
11295,119992
11305,119752
11315,119693
11325,119573
11335,119393
11345,119154
11355,118855
11365,118556
11375,118556
11385,118436
11395,118256
11405,118017
11415,117897
11425,117658
11435,117479
11445,117598
11455,117299
11465,117120
11475,116820
11485,116641
11495,115444
11505,108622
11515,102698
11525,95218
11535,93902
11545,94979
11555,96774
11565,98270
11575,100006
11585,100903
11595,101442
11605,101741
11615,101681
11625,101442
11635,100544
11645,98869
11655,95877
11665,94560
11675,94201
11685,94261
11695,94261
11705,93842
11715,94141
11725,93902
11735,93962
11745,93842
11755,94201
11765,93902
11775,94082
11785,94022
11795,93902
11805,94082
11815,94201
11825,93902
11835,93962
11845,94022
11855,93842
11865,93543
11875,93782
11885,93543
11895,93363
11905,93483
11915,93603
11925,93483
11935,93483
11945,93304
11955,93543
11965,94141
11975,94740
11985,94859
11995,95218
12005,95159
12015,95218
12025,95159
12035,95278
12045,94859
12055,94740
12065,94680
12075,94500
12085,94261
12095,94500
12105,94261
12115,94082
12125,93842
12135,94022
12145,93902
12155,93722
12165,93663
12175,93663
12185,93663
12195,93363
12205,93543
12215,93543
12225,93962
12235,93603
12245,93483
12255,93423
12265,93363
12275,93363
12285,93184
12295,92945
12305,93184
12315,93304
12325,93363
12335,93064
12345,93184
12355,93304
12365,93244
12375,93124
12385,93184
12395,93363
12405,93304
12415,93483
12425,93304
12435,93543
12445,93483
12455,93483
12465,93603
12475,93842
12485,93902
12495,93902
12505,93543
12515,93842
12525,93842
12535,93902
12545,93842
12555,93962
12565,94022
12575,93842
12585,94141
12595,94381
12605,94261
12615,94381
12625,94321
12635,94381
12645,94500
12655,94560
12665,94740
12675,94800
12685,94800
12695,94859
12705,94979
12715,94740
12725,94859
12735,94859
12745,95278
12755,95039
12765,95099
12775,95218
12785,95278
12795,95218
12805,95338
12815,95218
12825,95577
12835,95637
12845,95697
12855,95757
12865,95937
12875,96355
12885,96475
12895,96834
12905,96954
12915,97253
12925,97672
12935,97433
12945,97792
12955,97792
12965,98091
12975,98390
12985,98749
12995,98569
13005,98928
13015,98869
13025,98689
13035,98988
13045,99048
13055,99048
13065,99048
13075,99108
13085,99407
13095,99048
13105,99228
13115,99108
13125,98928
13135,99168
13145,98809
13155,98809
13165,98330
13175,98510
13185,98330
13195,97911
13205,97792
13215,97552
13225,97672
13235,97612
13245,97612
13255,97672
13265,97612
13275,97851
13285,97732
13295,97732
13305,97792
13315,97971
13325,98091
13335,98091
13345,98270
13355,98270
13365,98450
13375,98390
13385,98510
13395,98749
13405,98510
13415,98569
13425,98510
13435,98809
13445,98809
13455,98809
13465,98749
13475,98689
13485,98510
13495,98210
13505,98151
13515,98151
13525,98390
13535,98151
13545,97911
13555,97672
13565,97732
13575,97672
13585,97672
13595,97732
13605,97672
13615,97732
13625,97672
13635,97552
13645,97433
13655,97492
13665,97433
13675,97433
13685,97672
13695,97612
13705,97492
13715,97552
13725,97672
13735,97492
13745,97433
13755,97552
13765,97612
13775,97313
13785,97612
13795,97672
13805,97552
13815,97492
13825,97612
13835,97612
13845,97433
13855,97433
13865,97193
13875,97492
13885,97433
13895,97433
13905,97732
13915,97612
13925,97492
13935,97732
13945,97612
13955,97732
13965,97612
13975,97971
13985,97911
13995,97732
14005,97851
14015,97911
14025,98031
14035,97971
14045,97792
14055,98091
14065,98151
14075,98091
14085,98151
14095,98330
14105,98450
14115,99168
14125,99587
14135,99527
14145,99647
14155,99587
14165,99587
14175,99347
14185,99467
14195,99347
14205,99288
14215,99347
14225,99048
14235,98869
14245,98809
14255,99048
14265,98809
14275,98809
14285,98390
14295,98330
14305,98450
14315,98510
14325,98689
14335,98569
14345,98629
14355,98629
14365,98988
14375,99168
14385,98869
14395,98869
14405,99168
14415,99347
14425,99168
14435,99228
14445,99407
14455,99347
14465,99467
14475,99766
14485,99647
14495,99527
14505,99587
14515,99766
14525,99766
14535,99706
14545,99766
14555,99886
14565,99826
14575,99946
14585,99826
14595,100125
14605,100006
14615,99946
14625,99946
14635,100006
14645,100065
14655,100125
14665,100006
14675,100305
14685,100125
14695,100185
14705,100305
14715,100484
14725,100245
14735,100305
14745,100544
14755,100424
14765,100544
14775,100365
14785,100424
14795,100424
14805,100604
14815,100544
14825,100604
14835,100724
14845,100604
14855,100604
14865,100783
14875,100664
14885,100664
14895,100664
14905,100724
14915,100664
14925,100724
14935,100724
14945,100843
14955,100903
14965,100664
14975,100843
14985,100724
14995,100843
15005,100903
15015,100963
15025,100903
15035,101023
15045,100903
15055,100963
15065,101023
15075,101083
15085,101083
15095,101083
15105,100903
15115,101083
15125,101143
15135,101202
15145,101262
15155,101143
15165,101143
15175,101202
15185,101083
15195,101322
15205,101202
15215,101262
15225,101262
15235,101322
15245,101262
15255,101502
15265,101382
15275,101442
15285,101442
15295,101382
15305,101561
15315,101442
15325,101382
15335,101502
15345,101502
15355,101502
15365,101502
15375,101322
15385,101621
15395,101502
15405,101681
15415,101681
15425,101561
15435,101561
15445,101561
15455,101681
15465,101741
15475,101801
15485,101561
15495,101621
15505,101621
15515,101621
15525,101920
15535,101741
15545,101801
15555,101741
15565,101741
15575,101861
15585,101861
15595,101980
15605,101861
15615,101920
15625,101861
15635,101861
15645,101741
15655,101920
15665,102100
15675,101980
15685,101920
15695,102160
15705,102160
15715,102220
15725,102220
15735,102220
15745,102279
15755,102459
15765,102638
15775,102459
15785,102579
15795,102459
15805,102698
15815,102758
15825,102638
15835,102998
15845,103057
15855,103117
15865,103177
15875,103177
15885,103297
15895,103476
15905,103416
15915,103416
15925,103596
15935,103656
15945,103536
15955,103476
15965,103596
15975,103596
15985,103895
15995,103716
16005,103716
16015,103716
16025,103775
16035,103835
16045,103895
16055,103835
16065,103775
16075,104015
16085,104075
16095,103775
16105,103895
16115,103775
16125,103955
16135,103955
16145,103716
16155,103835
16165,103775
16175,103895
16185,103955
16195,103895
16205,103895
16215,104194
16225,104075
16235,103716
16245,104015
16255,104075
16265,104075
16275,103895
16285,103955
16295,103955
16305,103895
16315,104134
16325,104134
16335,104134
16345,104134
16355,104075
16365,104015
16375,103955
16385,104015
16395,104015
16405,104134
16415,104075
16425,104015
16435,104015
16445,103895
16455,104015
16465,104015
16475,104015
16485,104075
16495,104015
16505,104194
16515,104015
16525,104075
16535,103955
16545,104194
16555,104075
16565,103895
16575,104015
16585,103955
16595,104075
16605,103895
16615,104134
16625,103955
16635,103835
16645,103955
16655,103835
16665,104075
16675,104015
16685,103955
16695,104134
16705,103835
16715,104075
16725,103835
16735,103955
16745,103955
16755,104075
16765,104075
16775,104015
16785,103895
16795,103955
16805,104075
16815,104015
16825,104194
16835,104015
16845,104075
16855,103895
16865,104015
16875,103955
16885,103895
16895,103955
16905,103955
16915,104015
16925,103895
16935,103955
16945,103895
16955,103955
16965,104075
16975,103775
16985,103835
16995,104015
17005,103955
17015,103895
17025,103895
17035,103716
17045,103775
17055,103835
17065,104015
17075,103895
17085,103775
17095,103775
17105,103775
17115,103895
17125,103895
17135,103835
17145,103775
17155,103775
17165,103835
17175,103775
17185,103716
17195,103835
17205,103656
17215,103835
17225,103596
17235,103835
17245,103835
17255,103835
17265,103716
17275,103716
17285,103955
17295,104015
17305,103775
17315,103835
17325,103716
17335,104015
17345,103895
17355,103775
17365,103955
17375,104015
17385,103895
17395,103835
17405,103955
17415,104015
17425,104075
17435,103955
17445,103955
17455,104134
17465,103955
17475,104134
17485,103895
17495,104075
17505,103955
17515,104134
17525,104194
17535,104134
17545,104194
17555,104254
17565,104134
17575,104194
17585,104134
17595,104134
17605,104194
17615,104314
17625,104254
17635,104254
17645,104314
17655,104314
17665,104374
17675,104194
17685,104194
17695,104254
17705,104374
17715,104314
17725,104254
17735,104194
17745,104314
17755,104434
17765,104254
17775,104254
17785,104314
17795,104494
17805,104254
17815,104374
17825,104314
17835,104374
17845,104494
17855,104494
17865,104434
17875,104434
17885,104434
17895,104254
17905,104434
17915,104494
17925,104434
17935,104613
17945,104494
17955,104553
17965,104434
17975,104494
17985,104434
17995,104553
18005,104434
18015,104613
18025,104494
18035,104733
18045,104673
18055,104673
18065,104733
18075,104613
18085,104673
18095,104793
18105,104733
18115,104553
18125,104613
18135,104733
18145,104733
18155,104673
18165,104553
18175,104793
18185,104793
18195,104673
18205,104673
18215,104733
18225,104793
18235,104494
18245,104733
18255,104853
18265,104853
18275,104912
18285,104853
18295,104912
18305,104733
18315,104613
18325,104793
18335,104793
18345,104972
18355,104912
18365,104912
18375,104494
18385,104793
18395,104793
18405,104972
18415,104972
18425,104912
18435,104853
18445,104912
18455,104912
18465,104972
18475,104912
18485,104972
18495,104853
18505,104972
18515,104912
18525,105092
18535,104853
18545,105032
18555,105032
18565,104912
18575,104972
18585,105212
18595,105032
18605,105152
18615,105092
18625,105212
18635,105152
18645,104972
18655,104972
18665,105152
18675,105152
18685,105331
18695,105032
18705,105092
18715,105092
18725,105331
18735,105092
18745,105391
18755,105271
18765,105032
18775,105092
18785,105391
18795,105271
18805,105092
18815,105212
18825,105331
18835,105331
18845,105212
18855,105331
18865,105391
18875,105092
18885,105271
18895,105271
18905,105391
18915,105391
18925,105391
18935,105391
18945,105391
18955,105451
18965,105331
18975,105391
18985,105451
18995,105331
19005,105271
19015,105212
19025,105271
19035,105630
19045,105511
19055,105571
19065,105511
19075,105451
19085,105271
19095,105571
19105,105630
19115,105391
19125,105451
19135,105511
19145,105451
19155,105511
19165,105451
19175,105451
19185,105571
19195,105451
19205,105571
19215,105571
19225,105630
19235,105690
19245,105690
19255,105391
19265,105511
19275,105690
19285,105571
19295,105451
19305,105630
19315,105451
19325,105451
19335,105690
19345,105571
19355,105690
19365,105750
19375,105630
19385,105511
19395,105571
19405,105630
19415,105571
19425,105750
19435,105810
19445,105630
19455,105511
19465,105511
19475,105511
19485,105750
19495,105930
19505,105690
19515,105930
19525,105750
19535,105690
19545,105690
19555,105690
19565,105571
19575,105750
19585,105989
19595,105750
19605,105690
19615,105870
19625,105750
19635,105810
19645,105690
19655,105690
19665,105690
19675,105989
19685,105630
19695,105810
19705,105750
19715,105750
19725,105930
19735,105810
19745,105630
19755,105810
19765,105870
19775,105930
19785,106049
19795,105930
19805,105870
19815,105870
19825,106109
19835,105930
19845,105870
19855,106109
19865,105930
19875,105989
19885,105989
19895,106049
19905,106109
19915,106049
19925,105989
19935,106049
19945,106049
19955,105989
19965,106109
19975,106049
19985,106049
19995,105870
20005,106049
20015,105989
20025,106229
20035,106049
20045,106109
20055,105989
20065,106109
20075,106289
20085,106229
20095,106169
20105,106289
20115,106169
20125,106169
20135,106049
20145,106229
20155,106049
20165,106109
20175,106289
20185,106229
20195,106229
20205,106109
20215,106229
20225,106349
20235,106109
20245,106289
20255,106289
20265,106289
20275,106109
20285,106289
20295,106049
20305,106169
20315,106408
20325,106408
20335,106289
20345,106229
20355,106349
20365,106408
20375,106109
20385,106229
20395,106049
20405,106229
20415,106229
20425,106408
20435,106289
20445,106169
20455,106408
20465,106349
20475,106408
20485,106408
20495,106408
20505,106349
20515,106349
20525,106528
20535,106349
20545,106468
20555,106648
20565,106289
20575,106349
20585,106349
20595,106408
20605,106229
20615,106169
20625,106289
20635,106349
20645,106408
20655,106408
20665,106349
20675,106408
20685,106289
20695,106408
20705,106588
20715,106648
20725,106408
20735,106408
20745,106528
20755,106408
20765,106408
20775,106468
20785,106408
20795,106648
20805,106468
20815,106588
20825,106648
20835,106408
20845,106528
20855,106468
20865,106528
20875,106528
20885,106827
20895,106767
20905,106648
20915,106648
20925,106588
20935,106648
20945,106528
20955,106648
20965,106648
20975,106648
20985,106708
20995,106408
21005,106588
21015,106648
21025,106648
21035,106708
21045,106588
21055,106887
21065,106648
21075,106767
21085,106648
21095,106708
21105,106648
21115,106588
21125,106708
21135,106588
21145,106708
21155,106648
21165,106648
21175,106648
21185,106648
21195,106708
21205,106468
21215,106767
21225,106827
21235,106827
21245,106708
21255,106887
21265,106528
21275,106767
21285,106648
21295,106887
21305,106827
21315,106887
21325,106827
21335,106648
21345,106827
21355,106827
21365,106708
21375,106947
21385,106827
21395,106827
21405,106767
21415,106887
21425,106887
21435,106827
21445,106827
21455,106887
21465,106708
21475,106887
21485,106887
21495,107007
21505,106887
21515,106708
21525,106887
21535,106887
21545,106947
21555,106827
21565,106767
21575,106887
21585,106827
21595,107007
21605,107007
21615,106887
21625,107007
21635,107007
21645,106708
21655,106887
21665,107067
21675,106887
21685,106947
21695,107067
21705,107007
21715,106947
21725,106827
21735,107007
21745,106767
21755,107007
21765,106947
21775,107067
21785,106767
21795,107007
21805,106887
21815,106887
21825,107007
21835,107007
21845,107007
21855,106947
21865,107126
21875,107007
21885,106947
21895,107126
21905,106887
21915,107126
21925,106947
21935,107067
21945,106947
21955,107067
21965,107067
21975,107007
21985,107007
21995,107126
22005,107246
22015,107067
22025,107007
22035,107067
22045,107126
22055,106947
22065,107007
22075,107186
22085,107306
22095,107186
22105,107126
22115,107067
22125,107126
22135,107067
22145,107007
22155,106947
22165,107067
22175,107007
22185,107186
22195,107007
22205,107246
22215,107126
22225,107126
22235,107246
22245,107246
22255,107366
22265,107186
22275,107246
22285,107067
22295,107246
22305,107186
22315,107186
22325,107246
22335,107186
22345,107126
22355,107067
22365,107186
22375,107246
22385,107306
22395,107126
22405,107246
22415,107126
22425,107246
22435,107126
22445,107306
22455,107126
22465,107366
22475,107186
22485,107186
22495,107246
22505,107306
22515,107246
22525,107186
22535,107126
22545,107246
22555,107067
22565,107246
22575,107246
22585,107067
22595,107186
22605,107246
22615,107306
22625,107186
22635,107306
22645,107067
22655,107306
22665,107306
22675,107366
22685,107426
22695,107246
22705,107366
22715,107366
22725,107366
22735,107485
22745,107545
22755,107366
22765,107246
22775,107186
22785,107186
22795,107366
22805,107306
22815,107426
22825,107306
22835,107366
22845,107186
22855,107246
22865,107246
22875,107306
22885,107246
22895,107366
22905,107366
22915,107306
22925,107426
22935,107366
22945,107366
22955,107246
22965,107306
22975,107426
22985,107366
22995,107306
23005,107426
23015,107485
23025,107306
23035,107306
23045,107426
23055,107366
23065,107485
23075,107665
23085,107426
23095,107366
23105,107545
23115,107306
23125,107485
23135,107306
23145,107485
23155,107426
23165,107485
23175,107485
23185,107426
23195,107366
23205,107366
23215,107426
23225,107426
23235,107605
23245,107545
23255,107246
23265,107485
23275,107426
23285,107485
23295,107485
23305,107605
23315,107545
23325,107426
23335,107485
23345,107366
23355,107605
23365,107306
23375,107545
23385,107426
23395,107426
23405,107665
23415,107366
23425,107485
23435,107725
23445,107665
23455,107485
23465,107426
