UT_time,Scat450tot,Scat550tot,Scat700tot,Scat450sub,Scat550sub,Scat700sub
67106,34.64,23.51,16.44,39.52,26.46,14.48
67107,33.69,22.76,15.99,39.40,26.37,14.43
67108,33.37,22.03,15.76,39.27,26.29,14.39
67109,34.61,21.98,15.62,39.15,26.21,14.34
67110,36.33,21.87,15.53,39.05,26.14,14.31
67111,36.40,22.08,14.34,38.98,26.09,14.28
67112,36.69,22.36,14.44,38.91,26.05,14.25
67113,36.03,22.34,13.25,38.83,26.00,14.23
67114,35.07,22.59,12.52,38.73,25.93,14.19
67115,33.41,22.39,11.57,38.57,25.82,14.13
67116,33.41,21.46,11.89,38.34,25.67,14.05
67117,32.55,20.33,11.01,38.06,25.48,13.94
67118,31.89,19.72,11.93,37.74,25.26,13.82
67119,31.40,18.59,11.72,37.40,25.03,13.70
67120,31.74,18.79,12.45,37.03,24.79,13.57
67121,31.19,18.83,11.95,36.68,24.56,13.44
67122,30.75,19.92,12.84,36.40,24.37,13.34
67123,29.75,19.43,12.04,36.18,24.22,13.25
67124,29.29,19.65,11.86,36.00,24.10,13.19
67125,27.68,18.43,11.31,35.83,23.98,13.12
67126,27.51,18.25,11.01,35.64,23.86,13.06
67127,27.01,17.75,10.43,35.37,23.67,12.96
67128,27.99,17.70,10.46,35.03,23.45,12.83
67129,27.17,17.42,10.50,34.66,23.20,12.70
67130,27.09,17.59,10.31,34.28,22.95,12.56
67131,25.02,16.60,9.94,33.89,22.69,12.42
67132,23.77,15.16,9.06,33.49,22.42,12.27
67133,21.88,14.55,7.94,33.11,22.16,12.13
67134,20.39,13.43,7.17,32.81,21.96,12.02
67135,18.50,12.34,6.45,32.58,21.81,11.94
67136,17.66,11.35,6.02,32.36,21.66,11.86
67137,15.66,9.90,5.83,32.12,21.50,11.77
67138,14.21,8.43,5.94,31.80,21.29,11.65
67139,12.44,6.65,5.96,31.35,20.98,11.48
67140,11.93,5.38,5.79,30.76,20.59,11.27
67141,10.32,4.55,5.30,30.09,20.14,11.02
67142,9.89,4.60,5.11,29.42,19.70,10.78
67143,8.89,4.14,4.31,28.73,19.23,10.52
67144,8.49,4.54,3.58,28.00,18.75,10.26
67145,7.49,4.16,2.67,27.37,18.32,10.03
67146,6.82,4.29,2.27,26.89,18.00,9.85
67147,5.74,3.81,1.18,26.48,17.73,9.70
67148,5.17,4.04,0.87,26.11,17.48,9.56
67149,4.84,4.34,0.33,25.73,17.22,9.43
67150,3.50,4.77,0.46,25.23,16.89,9.24
67151,2.94,4.50,0.28,24.56,16.44,9.00
67152,2.77,4.29,0.71,23.78,15.92,8.71
67153,3.42,4.15,0.94,22.97,15.38,8.42
67154,4.54,4.80,1.52,22.18,14.84,8.12
67155,5.38,4.20,1.49,21.39,14.32,7.83
67156,5.76,4.48,1.93,20.65,13.82,7.56
67157,6.18,4.16,2.19,20.07,13.44,7.35
67158,6.52,4.32,2.39,19.64,13.15,7.20
67159,6.32,3.73,2.29,19.30,12.92,7.07
67160,5.71,3.56,2.65,18.96,12.69,6.95
67161,5.12,2.88,2.28,18.58,12.44,6.81
67162,4.87,2.70,2.13,18.08,12.11,6.62
67163,4.16,2.42,1.96,17.45,11.68,6.39
67164,3.99,2.35,1.68,16.73,11.20,6.13
67165,4.56,2.28,2.07,16.02,10.73,5.87
67166,4.31,2.64,2.65,15.34,10.27,5.62
67167,4.78,2.96,3.07,14.64,9.80,5.36
67168,4.85,2.93,3.54,14.03,9.39,5.14
67169,5.26,3.17,4.14,13.57,9.09,4.97
67170,4.89,3.17,3.95,13.25,8.87,4.86
67171,4.87,3.23,3.52,12.98,8.69,4.76
67172,3.95,2.68,1.97,12.72,8.52,4.66
67173,3.87,2.79,1.35,12.42,8.32,4.55
67174,3.72,2.63,0.88,12.02,8.05,4.40
67175,3.86,3.01,1.02,11.51,7.71,4.22
67176,3.50,2.71,0.68,11.00,7.36,4.03
67177,3.77,3.41,1.42,10.51,7.04,3.85
67178,3.34,3.41,1.20,10.03,6.71,3.67
67179,4.19,3.78,1.47,9.55,6.40,3.50
67180,4.25,3.50,1.00,9.16,6.13,3.36
67181,5.37,4.44,1.66,8.86,5.93,3.25
67182,5.90,4.63,1.86,8.62,5.77,3.16
67183,5.88,4.57,2.58,8.41,5.63,3.08
67184,5.50,3.98,2.68,8.21,5.50,3.01
67185,5.83,3.94,3.23,7.96,5.33,2.91
67186,5.13,3.69,3.23,7.63,5.11,2.80
67187,5.09,3.69,3.05,7.27,4.86,2.66
67188,4.66,3.65,3.19,6.91,4.62,2.53
67189,4.91,3.84,3.67,6.58,4.40,2.41
67190,4.41,3.45,4.15,6.27,4.20,2.30
67191,4.68,3.45,4.76,6.00,4.02,2.20
67192,4.17,3.34,5.10,5.79,3.88,2.12
67193,4.27,3.62,4.66,5.64,3.78,2.07
67194,4.11,3.57,3.72,5.53,3.70,2.02
67195,4.47,3.49,2.97,5.41,3.62,1.98
67196,3.90,2.91,2.39,5.30,3.55,1.94
67197,3.86,2.50,2.01,5.15,3.45,1.89
67198,3.26,2.24,2.43,4.95,3.32,1.81
67199,3.28,2.31,2.79,4.74,3.17,1.74
67200,3.49,2.46,2.39,4.53,3.04,1.66
67201,4.53,2.96,2.26,4.32,2.89,1.58
67202,5.05,3.20,2.02,4.10,2.74,1.50
67203,6.08,3.22,2.18,3.90,2.61,1.43
67204,6.38,2.97,1.98,3.75,2.51,1.38
67205,6.65,3.31,2.49,3.65,2.44,1.34
67206,5.97,3.44,2.06,3.55,2.38,1.30
67207,6.09,3.85,2.62,3.47,2.33,1.27
67208,5.56,4.21,2.43,3.39,2.27,1.24
67209,6.61,4.91,2.34,3.29,2.20,1.20
67210,5.91,4.76,2.24,3.17,2.12,1.16
67211,6.46,4.96,2.90,3.07,2.06,1.13
67212,6.49,4.96,2.92,2.99,2.00,1.10
67213,6.74,5.36,2.71,2.92,1.96,1.07
67214,7.07,5.69,3.43,2.86,1.91,1.05
67215,6.88,5.89,2.90,2.80,1.87,1.03
67216,6.41,5.60,2.92,2.76,1.84,1.01
67217,6.05,5.39,2.46,2.72,1.82,1.00
67218,5.84,4.99,3.32,2.69,1.80,0.99
67219,5.88,4.42,2.05,2.68,1.79,0.98
67220,5.63,4.34,2.60,2.67,1.79,0.98
67221,5.37,4.15,2.34,2.66,1.78,0.97
67222,5.73,4.28,3.20,2.65,1.78,0.97
67223,6.08,4.15,3.15,2.66,1.78,0.97
67224,5.59,4.51,3.95,2.66,1.78,0.98
67225,5.63,4.68,3.27,2.67,1.79,0.98
67226,5.90,5.21,2.95,2.68,1.80,0.98
67227,5.52,4.31,1.44,2.69,1.80,0.99
67228,5.24,4.71,0.76,2.69,1.80,0.99
67229,5.70,4.71,0.66,2.70,1.81,0.99
67230,6.38,5.20,1.65,2.70,1.81,0.99
67231,6.52,5.41,1.77,2.69,1.80,0.99
67232,6.98,6.30,2.69,2.69,1.80,0.98
67233,6.65,5.96,2.91,2.68,1.79,0.98
67234,6.80,5.76,2.74,2.67,1.79,0.98
67235,6.52,5.13,2.52,2.67,1.79,0.98
67236,6.11,4.52,2.91,2.68,1.79,0.98
67237,6.42,4.10,2.73,2.69,1.80,0.98
67238,6.72,4.21,2.97,2.70,1.81,0.99
67239,6.85,4.25,2.81,2.71,1.81,0.99
67240,6.85,4.30,2.79,2.71,1.82,0.99
67241,6.98,4.66,2.77,2.72,1.82,1.00
67242,6.63,5.08,3.11,2.73,1.83,1.00
67243,6.01,4.83,2.88,2.74,1.84,1.00
67244,6.05,4.82,3.39,2.76,1.85,1.01
67245,6.84,5.75,3.93,2.78,1.86,1.02
67246,7.29,6.15,4.81,2.80,1.87,1.02
67247,7.08,5.71,4.80,2.81,1.88,1.03
67248,8.19,6.28,5.43,2.82,1.89,1.03
67249,8.38,6.19,5.26,2.83,1.89,1.04
67250,8.35,6.29,5.36,2.84,1.90,1.04
67251,7.96,5.97,4.73,2.84,1.90,1.04
67252,7.80,5.98,4.22,2.84,1.90,1.04
67253,7.40,6.00,4.25,2.85,1.91,1.05
67254,7.32,5.74,4.49,2.87,1.92,1.05
67255,7.55,6.14,4.28,2.89,1.94,1.06
67256,7.96,6.52,4.38,2.91,1.95,1.07
67257,7.93,6.55,4.47,2.93,1.96,1.07
67258,8.42,6.76,4.57,2.94,1.97,1.08
67259,9.31,7.63,4.98,2.93,1.96,1.07
67260,8.85,6.82,5.10,2.92,1.95,1.07
67261,8.50,6.30,4.93,2.91,1.95,1.07
67262,9.03,6.27,5.37,2.90,1.94,1.06
67263,8.11,5.75,4.70,2.89,1.94,1.06
67264,8.01,5.80,4.67,2.90,1.94,1.06
67265,7.15,5.21,3.88,2.91,1.95,1.06
67266,7.36,5.31,4.44,2.92,1.96,1.07
67267,6.72,5.29,4.25,2.94,1.97,1.08
67268,7.37,5.51,5.12,2.97,1.99,1.09
67269,7.36,5.46,5.00,3.00,2.01,1.10
67270,7.38,5.74,5.74,3.02,2.02,1.11
67271,7.50,6.56,5.98,3.05,2.04,1.12
67272,6.64,5.67,5.62,3.07,2.05,1.12
67273,7.02,6.33,6.34,3.08,2.06,1.13
67274,6.64,5.65,5.39,3.10,2.08,1.14
67275,7.56,6.58,5.36,3.11,2.08,1.14
67276,7.77,6.44,4.27,3.13,2.09,1.15
67277,8.37,6.64,3.47,3.15,2.11,1.15
67278,8.23,6.13,2.55,3.18,2.13,1.16
67279,8.18,6.18,2.36,3.21,2.15,1.18
67280,7.98,5.81,2.13,3.26,2.18,1.19
67281,7.89,6.09,2.42,3.32,2.22,1.22
67282,7.46,5.66,2.32,3.38,2.27,1.24
67283,7.53,6.00,2.72,3.46,2.31,1.27
67284,6.53,5.30,3.04,3.53,2.36,1.29
67285,6.47,5.10,3.37,3.60,2.41,1.32
67286,6.53,4.48,3.39,3.65,2.44,1.34
67287,6.24,4.46,3.31,3.68,2.46,1.35
67288,6.27,4.27,2.73,3.70,2.48,1.36
67289,6.28,4.76,2.68,3.72,2.49,1.36
67290,6.86,5.49,2.55,3.74,2.50,1.37
67291,8.16,6.47,3.58,3.75,2.51,1.38
67292,8.34,6.65,3.96,3.78,2.53,1.39
67293,7.84,6.37,5.19,3.82,2.55,1.40
67294,7.33,5.82,5.14,3.85,2.58,1.41
67295,7.27,5.55,5.59,3.88,2.60,1.42
67296,6.61,5.27,4.64,3.92,2.63,1.44
67297,6.94,5.66,4.53,3.96,2.65,1.45
67298,7.39,6.12,3.69,3.98,2.66,1.46
67299,8.18,6.73,4.05,4.00,2.68,1.46
67300,7.73,6.41,3.82,4.01,2.69,1.47
67301,8.12,6.66,4.35,4.02,2.69,1.47
67302,7.48,6.22,4.06,4.04,2.70,1.48
67303,7.88,6.70,4.52,4.06,2.72,1.49
67304,7.64,6.48,4.09,4.09,2.74,1.50
67305,8.01,7.26,5.46,4.12,2.76,1.51
67306,7.64,7.38,5.64,4.16,2.78,1.52
67307,8.14,8.07,6.31,4.19,2.81,1.54
67308,7.28,7.27,6.26,4.22,2.83,1.55
67309,6.87,7.42,6.96,4.25,2.84,1.56
67310,6.53,6.45,5.81,4.27,2.86,1.56
67311,6.68,6.11,4.98,4.27,2.86,1.57
67312,6.17,5.15,3.75,4.27,2.86,1.56
67313,5.93,4.79,3.29,4.25,2.85,1.56
67314,6.21,4.57,2.15,4.23,2.83,1.55
67315,6.13,4.39,1.61,4.20,2.81,1.54
67316,6.06,4.21,1.07,4.16,2.79,1.53
67317,6.12,3.98,1.62,4.14,2.77,1.52
67318,6.17,4.11,1.57,4.13,2.76,1.51
67319,6.35,4.34,2.67,4.13,2.76,1.51
67320,6.44,4.76,3.68,4.13,2.77,1.51
67321,7.08,5.01,4.43,4.14,2.77,1.52
67322,7.60,5.32,4.59,4.15,2.78,1.52
67323,7.99,5.52,5.05,4.15,2.78,1.52
67324,7.62,5.39,4.50,4.16,2.78,1.52
67325,7.29,5.41,3.81,4.16,2.79,1.52
67326,6.80,5.23,3.49,4.16,2.78,1.52
67327,6.40,4.99,2.64,4.15,2.78,1.52
67328,6.21,4.78,2.27,4.12,2.76,1.51
67329,6.29,4.30,1.53,4.07,2.73,1.49
67330,5.69,4.42,1.77,4.01,2.69,1.47
67331,5.74,4.24,1.62,3.95,2.64,1.45
67332,5.49,4.91,2.44,3.89,2.61,1.43
67333,5.18,4.52,2.17,3.85,2.58,1.41
67334,5.37,4.61,3.22,3.82,2.56,1.40
67335,4.73,3.80,2.04,3.80,2.54,1.39
67336,4.91,3.70,2.20,3.78,2.53,1.38
67337,4.69,3.35,1.39,3.74,2.51,1.37
67338,4.33,3.80,1.46,3.70,2.48,1.36
67339,3.49,3.56,0.95,3.65,2.44,1.34
67340,2.82,4.08,1.45,3.60,2.41,1.32
67341,2.54,3.91,1.45,3.55,2.37,1.30
67342,3.39,4.01,2.61,3.50,2.34,1.28
67343,3.60,3.41,2.75,3.45,2.31,1.26
67344,3.68,3.12,3.26,3.42,2.29,1.25
67345,3.84,3.25,3.99,3.39,2.27,1.24
67346,4.56,4.29,5.12,3.37,2.26,1.23
67347,4.25,4.24,4.66,3.35,2.24,1.23
67348,4.43,4.75,5.43,3.32,2.22,1.22
67349,4.32,4.83,4.88,3.28,2.20,1.20
67350,4.93,5.29,4.20,3.24,2.17,1.19
67351,4.75,5.45,3.59,3.18,2.13,1.16
67352,5.83,6.09,3.54,3.13,2.09,1.15
67353,5.74,5.37,2.35,3.07,2.05,1.12
67354,5.35,5.58,2.89,3.00,2.01,1.10
67355,4.61,4.80,2.17,2.95,1.97,1.08
67356,4.58,4.64,3.31,2.91,1.95,1.07
67357,3.67,3.80,2.80,2.88,1.93,1.05
67358,3.83,4.33,4.40,2.85,1.91,1.05
67359,3.78,3.87,3.94,2.84,1.90,1.04
67360,4.07,4.08,4.85,2.84,1.90,1.04
67361,3.92,3.89,4.17,2.85,1.91,1.05
67362,4.32,4.12,4.67,2.86,1.92,1.05
67363,4.12,4.04,3.80,2.88,1.93,1.06
67364,4.43,4.25,3.41,2.90,1.94,1.06
67365,4.19,4.03,2.81,2.91,1.95,1.07
67366,4.39,3.93,2.98,2.91,1.95,1.06
67367,4.06,3.42,2.23,2.91,1.94,1.06
67368,4.20,3.67,2.52,2.90,1.94,1.06
67369,3.99,3.55,2.47,2.90,1.94,1.06
67370,4.11,3.58,2.18,2.89,1.94,1.06
67371,3.69,3.40,1.82,2.87,1.92,1.05
67372,3.71,3.34,2.16,2.84,1.90,1.04
67373,3.47,2.75,1.28,2.79,1.87,1.02
67374,3.35,2.62,1.09,2.72,1.82,1.00
67375,3.14,2.45,0.87,2.64,1.76,0.97
67376,3.39,2.62,1.11,2.54,1.70,0.93
67377,3.84,2.72,1.11,2.43,1.63,0.89
67378,3.59,2.59,1.80,2.31,1.55,0.85
67379,3.59,3.12,2.18,2.22,1.48,0.81
67380,3.71,3.58,2.65,2.15,1.44,0.79
67381,4.04,3.85,2.33,2.08,1.40,0.76
67382,3.98,4.33,2.81,2.02,1.35,0.74
67383,4.35,5.06,2.42,1.96,1.31,0.72
67384,4.90,4.93,3.04,1.86,1.25,0.68
67385,5.27,4.71,3.20,1.75,1.17,0.64
67386,4.73,4.40,3.52,1.63,1.09,0.60
67387,4.69,4.06,3.25,1.51,1.01,0.55
67388,3.72,3.05,3.31,1.38,0.92,0.51
67389,3.83,2.85,3.03,1.26,0.85,0.46
67390,3.58,2.55,3.64,1.17,0.78,0.43
67391,4.22,2.19,3.43,1.10,0.73,0.40
67392,4.15,1.86,3.46,1.05,0.70,0.39
67393,4.56,2.10,3.26,1.02,0.69,0.38
67394,3.86,2.24,3.41,1.01,0.67,0.37
67395,3.51,2.72,3.34,0.99,0.66,0.36
67396,3.56,4.07,3.85,0.96,0.64,0.35
67397,3.71,4.76,4.08,0.94,0.63,0.34
67398,3.15,4.77,3.53,0.92,0.62,0.34
67399,4.06,4.54,3.38,0.91,0.61,0.33
67400,4.03,3.69,2.40,0.89,0.60,0.33
67401,4.27,3.74,3.03,0.87,0.58,0.32
67402,3.64,3.11,2.65,0.85,0.57,0.31
67403,4.19,3.86,4.14,0.83,0.56,0.31
67404,3.96,3.87,4.16,0.82,0.55,0.30
67405,4.23,4.59,4.88,0.82,0.55,0.30
67406,3.64,3.71,4.41,0.82,0.55,0.30
67407,3.35,3.47,3.63,0.83,0.55,0.30
67408,2.90,2.98,2.13,0.84,0.56,0.31
67409,2.93,3.21,1.44,0.87,0.58,0.32
67410,2.47,2.68,0.75,0.91,0.61,0.33
67411,3.69,3.51,1.24,0.94,0.63,0.34
67412,4.16,3.50,1.60,0.96,0.65,0.35
67413,4.53,3.45,2.69,0.98,0.66,0.36
67414,4.43,2.81,2.74,0.99,0.66,0.36
67415,5.45,2.54,2.73,0.99,0.67,0.36
67416,4.91,2.05,1.82,1.01,0.67,0.37
67417,4.24,2.58,1.43,1.02,0.68,0.37
67418,3.69,2.60,0.69,1.04,0.69,0.38
67419,4.27,3.09,1.02,1.05,0.70,0.38
67420,3.87,3.59,1.60,1.06,0.71,0.39
67421,4.07,3.92,2.67,1.06,0.71,0.39
67422,3.49,3.19,3.19,1.05,0.70,0.38
67423,3.42,2.63,3.34,1.03,0.69,0.38
67424,2.60,1.99,3.13,1.02,0.68,0.37
67425,2.58,2.09,3.35,1.01,0.68,0.37
67426,2.19,2.24,3.27,1.00,0.67,0.37
67427,2.74,2.69,3.74,0.99,0.66,0.36
67428,2.59,2.58,3.37,0.98,0.66,0.36
67429,3.10,2.58,3.52,0.97,0.65,0.36
67430,3.23,2.47,3.17,0.95,0.64,0.35
67431,3.78,2.47,3.56,0.92,0.62,0.34
67432,3.56,2.14,3.54,0.89,0.60,0.33
67433,3.96,2.12,3.47,0.86,0.58,0.31
67434,3.10,1.60,2.30,0.83,0.56,0.31
67435,2.75,1.25,1.95,0.82,0.55,0.30
67436,2.20,1.31,2.00,0.80,0.54,0.29
67437,2.16,1.36,1.58,0.79,0.53,0.29
67438,2.16,1.37,1.87,0.78,0.52,0.29
67439,2.39,1.48,2.36,0.77,0.52,0.28
67440,2.42,1.74,2.94,0.77,0.51,0.28
67441,2.39,2.43,3.36,0.76,0.51,0.28
67442,2.65,2.99,3.59,0.76,0.51,0.28
67443,1.70,2.87,2.95,0.75,0.50,0.27
67444,1.91,3.21,2.90,0.74,0.49,0.27
67445,1.53,3.22,2.09,0.72,0.48,0.26
67446,2.22,2.76,1.13,0.69,0.46,0.25
67447,1.89,2.65,0.47,0.67,0.45,0.25
67448,2.25,2.76,0.11,0.65,0.44,0.24
67449,1.83,2.58,-0.17,0.64,0.43,0.23
67450,2.16,2.74,-0.42,0.63,0.42,0.23
67451,0.91,2.56,-0.10,0.63,0.42,0.23
67452,1.50,2.44,0.49,0.64,0.43,0.23
67453,2.48,2.77,1.07,0.65,0.43,0.24
67454,3.94,3.32,1.43,0.65,0.43,0.24
67455,4.02,3.67,1.87,0.65,0.43,0.24
67456,4.00,3.15,2.44,0.64,0.43,0.23
67457,3.85,2.56,2.25,0.62,0.42,0.23
67458,3.72,2.18,2.81,0.60,0.40,0.22
67459,2.72,1.64,3.26,0.57,0.38,0.21
67460,3.13,1.63,3.17,0.54,0.36,0.20
67461,2.77,1.78,1.75,0.52,0.35,0.19
67462,3.08,2.22,0.94,0.51,0.34,0.19
67463,3.10,2.69,0.16,0.50,0.33,0.18
67464,3.27,2.89,-0.06,0.49,0.33,0.18
67465,2.64,2.50,-0.13,0.49,0.33,0.18
67466,2.53,2.32,1.04,0.49,0.33,0.18
67467,1.80,1.99,1.62,0.49,0.33,0.18
67468,1.61,1.85,1.81,0.49,0.33,0.18
67469,0.56,1.00,0.84,0.50,0.34,0.18
67470,0.79,1.59,0.57,0.52,0.35,0.19
67471,0.60,2.00,-0.22,0.54,0.36,0.20
67472,0.99,2.42,0.12,0.56,0.38,0.21
67473,0.83,2.66,0.03,0.58,0.39,0.21
67474,1.60,2.68,0.61,0.59,0.40,0.22
67475,1.96,2.81,1.10,0.61,0.41,0.22
67476,3.01,2.87,2.57,0.61,0.41,0.22
67477,3.52,3.03,2.32,0.62,0.42,0.23
67478,4.21,3.00,2.57,0.64,0.43,0.23
67479,4.80,3.04,1.91,0.66,0.44,0.24
67480,5.29,3.34,2.24,0.69,0.46,0.25
67481,4.99,3.06,1.67,0.71,0.47,0.26
67482,4.64,3.11,2.22,0.73,0.49,0.27
67483,3.66,2.82,2.05,0.75,0.50,0.28
67484,3.55,3.33,3.23,0.76,0.51,0.28
67485,2.48,3.23,2.33,0.78,0.52,0.28
67486,1.82,3.31,1.91,0.79,0.53,0.29
67487,1.54,2.78,0.73,0.81,0.54,0.30
67488,1.90,2.21,0.55,0.82,0.55,0.30
67489,2.21,2.22,-0.02,0.84,0.57,0.31
67490,2.17,1.83,-0.44,0.88,0.59,0.32
67491,2.70,1.82,-0.51,0.92,0.62,0.34
67492,2.83,1.75,-0.07,0.97,0.65,0.36
67493,3.34,1.71,0.67,1.02,0.69,0.38
67494,3.39,1.73,0.92,1.07,0.72,0.39
67495,3.60,1.78,2.57,1.10,0.74,0.40
67496,3.07,1.56,3.25,1.12,0.75,0.41
67497,3.25,1.49,3.68,1.13,0.76,0.41
67498,2.62,1.57,3.25,1.14,0.76,0.42
67499,2.59,1.94,3.25,1.14,0.77,0.42
67500,2.50,2.18,1.58,1.15,0.77,0.42
67501,3.03,2.42,0.77,1.15,0.77,0.42
67502,2.58,2.85,0.11,1.14,0.76,0.42
67503,2.99,3.14,0.22,1.13,0.76,0.41
67504,2.64,3.03,0.12,1.11,0.74,0.41
67505,3.23,2.92,1.45,1.09,0.73,0.40
67506,2.97,2.99,1.81,1.07,0.72,0.39
67507,3.18,2.92,2.73,1.05,0.71,0.39
67508,3.05,2.32,2.18,1.04,0.70,0.38
67509,2.66,2.28,2.09,1.03,0.69,0.38
67510,2.52,2.39,2.06,1.02,0.69,0.38
67511,2.19,1.76,2.01,1.01,0.68,0.37
67512,1.83,1.70,1.95,1.00,0.67,0.37
67513,1.53,1.72,2.00,0.98,0.65,0.36
67514,1.76,1.27,1.33,0.95,0.64,0.35
67515,2.25,1.81,1.12,0.93,0.62,0.34
67516,2.58,2.00,0.99,0.91,0.61,0.33
67517,3.33,2.65,1.62,0.88,0.59,0.32
67518,3.60,2.91,1.85,0.86,0.58,0.31
67519,3.74,2.73,2.35,0.84,0.56,0.31
67520,3.43,2.71,2.21,0.82,0.55,0.30
67521,3.97,3.41,2.90,0.81,0.54,0.30
67522,3.50,3.47,2.38,0.80,0.54,0.29
67523,3.06,3.43,1.85,0.80,0.54,0.29
67524,1.85,3.26,1.23,0.80,0.53,0.29
67525,2.28,2.91,1.19,0.79,0.53,0.29
67526,1.85,2.66,1.06,0.78,0.52,0.29
67527,2.32,2.41,1.90,0.76,0.51,0.28
67528,1.90,2.12,2.50,0.73,0.49,0.27
67529,2.15,2.43,2.96,0.69,0.46,0.25
67530,1.61,2.27,2.59,0.63,0.42,0.23
67531,1.69,1.84,2.37,0.58,0.39,0.21
67532,0.68,0.73,1.45,0.55,0.37,0.20
67533,0.76,0.66,1.50,0.51,0.34,0.19
67534,0.27,0.33,0.91,0.46,0.31,0.17
67535,0.26,0.38,1.66,0.41,0.28,0.15
67536,0.12,0.30,0.85,0.36,0.24,0.13
67537,0.88,0.87,0.93,0.29,0.20,0.11
67538,1.33,0.95,0.49,0.25,0.17,0.09
67539,2.17,1.48,0.93,0.22,0.15,0.08
67540,1.92,1.32,0.22,0.21,0.14,0.08
67541,1.93,1.39,0.83,0.21,0.14,0.08
67542,1.93,1.15,0.41,0.21,0.14,0.08
67543,2.49,1.38,0.52,0.21,0.14,0.08
67544,2.40,1.49,0.21,0.22,0.15,0.08
67545,3.05,1.31,0.79,0.22,0.15,0.08
67546,3.43,1.13,0.52,0.22,0.15,0.08
67547,2.81,1.17,1.12,0.22,0.15,0.08
67548,1.78,0.94,1.35,0.22,0.15,0.08
67549,1.37,0.57,1.41,0.21,0.14,0.08
67550,0.87,0.69,1.44,0.20,0.14,0.07
67551,0.89,0.80,1.77,0.18,0.12,0.07
67552,1.61,1.56,2.24,0.16,0.11,0.06
67553,1.84,1.50,2.64,0.13,0.09,0.05
67554,2.33,1.68,2.60,0.11,0.07,0.04
67555,2.68,1.52,2.68,0.09,0.06,0.03
67556,2.53,1.71,3.08,0.08,0.05,0.03
67557,2.70,1.51,3.07,0.07,0.05,0.03
67558,2.80,1.69,2.44,0.06,0.04,0.02
67559,2.86,2.03,2.06,0.04,0.03,0.02
67560,3.32,2.62,1.69,0.02,0.02,0.01
67561,3.64,2.64,1.15,0.01,0.00,0.00
67562,3.82,3.02,1.05,-0.01,-0.01,-0.00
67563,3.79,2.75,0.89,-0.02,-0.02,-0.01
67564,3.58,2.75,1.47,-0.03,-0.02,-0.01
67565,2.72,2.20,1.37,-0.03,-0.02,-0.01
67566,2.34,2.53,2.54,-0.02,-0.02,-0.01
67567,0.79,2.04,2.45,-0.02,-0.01,-0.01
67568,1.00,1.97,2.55,-0.01,-0.01,-0.00
67569,1.42,1.50,2.44,-0.00,-0.00,-0.00
67570,1.90,1.30,2.58,-0.00,-0.00,-0.00
67571,2.26,1.33,2.74,-0.00,-0.00,-0.00
67572,2.74,1.67,2.77,0.00,0.00,0.00
67573,1.90,1.68,2.52,0.00,0.00,0.00
67574,1.68,2.40,2.96,0.00,0.00,0.00
67575,-0.08,1.61,1.84,-0.00,-0.00,-0.00
67576,0.11,1.68,1.14,-0.01,-0.01,-0.01
67577,0.08,1.28,0.54,-0.03,-0.02,-0.01
67578,0.67,1.59,0.63,-0.04,-0.03,-0.01
67579,1.58,1.40,0.25,-0.05,-0.03,-0.02
67580,2.24,1.95,1.07,-0.06,-0.04,-0.02
67581,2.23,2.24,1.99,-0.08,-0.06,-0.03
67582,1.98,3.16,3.25,-0.10,-0.07,-0.04
67583,0.99,3.17,3.37,-0.14,-0.09,-0.05
67584,0.87,3.76,4.87,-0.17,-0.12,-0.06
67585,0.97,3.68,4.37,-0.22,-0.15,-0.08
67586,1.77,4.03,5.11,-0.28,-0.19,-0.10
67587,2.34,3.55,4.98,-0.35,-0.23,-0.13
67588,3.08,3.60,4.97,-0.42,-0.28,-0.16
67589,2.71,2.77,3.33,-0.49,-0.33,-0.18
67590,2.56,2.17,2.78,-0.54,-0.36,-0.20
67591,2.32,2.34,2.38,-0.57,-0.38,-0.21
67592,2.30,2.45,2.90,-0.60,-0.40,-0.22
67593,1.58,2.66,3.02,-0.62,-0.41,-0.23
67594,2.13,2.59,4.03,-0.64,-0.43,-0.23
67595,1.74,2.38,3.26,-0.66,-0.44,-0.24
67596,2.28,1.69,2.59,-0.68,-0.46,-0.25
67597,2.42,1.43,1.30,-0.70,-0.47,-0.26
67598,3.46,1.09,0.64,-0.71,-0.48,-0.26
67599,3.32,0.91,0.40,-0.74,-0.49,-0.27
67600,3.51,1.24,0.47,-0.76,-0.51,-0.28
67601,2.90,1.31,0.62,-0.79,-0.53,-0.29
67602,2.50,1.77,0.83,-0.81,-0.54,-0.30
67603,2.72,2.92,2.04,-0.82,-0.55,-0.30
67604,2.43,3.37,2.17,-0.83,-0.56,-0.30
67605,2.67,3.65,3.42,-0.84,-0.56,-0.31
67606,2.53,3.54,3.10,-0.85,-0.57,-0.31
67607,2.62,3.59,3.71,-0.86,-0.57,-0.31
67608,2.13,3.27,2.98,-0.85,-0.57,-0.31
67609,2.89,3.45,3.51,-0.84,-0.56,-0.31
67610,2.51,3.54,2.32,-0.81,-0.54,-0.30
67611,2.52,3.69,2.50,-0.77,-0.52,-0.28
67612,2.02,4.16,1.89,-0.73,-0.49,-0.27
67613,1.88,4.65,2.53,-0.70,-0.47,-0.26
67614,0.67,4.74,1.60,-0.68,-0.45,-0.25
67615,0.98,4.47,1.49,-0.64,-0.43,-0.24
